iter	RMSE
612	2855.919204
613	2855.046529
614	2853.5568
615	2852.33433
616	2849.735208
617	2848.32902
618	2845.375214
619	2842.020157
620	2841.544885
621	2841.001775
622	2840.719479
623	2839.850503
624	2837.386363
625	2834.406653
626	2833.595864
627	2830.113263
628	2828.989714
629	2828.206296
630	2825.710697
631	2824.550133
632	2822.516044
633	2820.804538
634	2818.573985
635	2817.826275
636	2815.724563
637	2813.378475
638	2812.294334
639	2809.585729
640	2806.455651
641	2805.529643
642	2803.701858
643	2802.740627
644	2802.160861
645	2801.7985
646	2799.824556
647	2796.306497
648	2793.750911
649	2793.361191
650	2792.221077
651	2790.990366
652	2789.03391
653	2787.744582
654	2786.169533
655	2785.07697
656	2783.504232
657	2782.580903
658	2782.051757
659	2781.6204
660	2779.55374
661	2777.308072
662	2776.194587
663	2774.157945
664	2772.376987
665	2770.012771
666	2768.520776
667	2767.492506
668	2766.634592
669	2765.527728
670	2765.142537
671	2763.430835
672	2762.799267
673	2761.747139
674	2760.76123
675	2757.790655
676	2756.155564
677	2752.843693
678	2751.734593
679	2748.119843
680	2747.385335
681	2746.70314
682	2744.443479
683	2742.000716
684	2739.646877
685	2738.132837
686	2737.513223
687	2734.828955
688	2734.281381
689	2733.219993
690	2732.651611
691	2730.551995
692	2728.360663
693	2726.659236
694	2724.726938
695	2723.665528
696	2722.317941
697	2721.848771
698	2721.146369
699	2719.260617
700	2717.937227
701	2715.693443
702	2715.313993
703	2713.420423
704	2712.450148
705	2711.038273
706	2709.094146
707	2708.204551
708	2706.562192
709	2704.907046
710	2703.703113
711	2702.290771
712	2699.913456
713	2697.831287
714	2696.359851
715	2694.418319
716	2694.107967
717	2691.028876
718	2689.632192
719	2688.627476
720	2687.775854
721	2687.147592
722	2685.818093
723	2684.323006
724	2681.329704
725	2680.028465
726	2679.130803
727	2677.857172
728	2675.093136
729	2672.24284
730	2671.588917
731	2670.284757
732	2669.802941
733	2668.03978
734	2666.686571
735	2666.016074
736	2663.830641
737	2663.238229
738	2661.518081
739	2660.603573
740	2658.881006
741	2657.413034
742	2656.46298
743	2654.613225
744	2652.897285
745	2652.039283
746	2651.03511
747	2648.662307
748	2647.759336
749	2646.988509
750	2646.016013
751	2644.141812
752	2642.391894
753	2641.691462
754	2639.06744
755	2637.905752
756	2637.141376
757	2636.717642
758	2636.258805
759	2635.020174
760	2633.007574
761	2632.293087
762	2630.671314
763	2628.886412
764	2627.322202
765	2626.828226
766	2625.440979
767	2623.757958
768	2622.605062
769	2621.22186
770	2618.300666
771	2617.581388
772	2616.863561
773	2614.963564
774	2614.142782
775	2613.415215
776	2612.754193
777	2611.240905
778	2610.251695
779	2609.955309
780	2607.02843
781	2605.889844
782	2604.74225
783	2603.318024
784	2602.904403
785	2601.691046
786	2600.062205
787	2598.251428
788	2597.321627
789	2596.925764
790	2593.878854
791	2592.630616
792	2590.862235
793	2589.744878
794	2587.49623
795	2586.693798
796	2585.592143
797	2584.525299
798	2583.766427
799	2581.107176
800	2580.5225
801	2579.508741
802	2577.981033
803	2577.596173
804	2576.386496
805	2575.294214
806	2574.232071
807	2571.643203
808	2569.893506
809	2568.57594
810	2567.519759
811	2566.884096
812	2566.105925
813	2564.299616
814	2562.364738
815	2560.086457
816	2559.265471
817	2558.857243
818	2558.21312
819	2557.18452
820	2556.742623
821	2556.159639
822	2555.47029
823	2554.619237
824	2553.394258
825	2551.845437
826	2550.595035
827	2549.500477
828	2547.251589
829	2545.405843
830	2543.228926
831	2542.605895
832	2541.033329
833	2540.463755
834	2540.045258
835	2539.704913
836	2538.071012
837	2536.639099
838	2535.907654
839	2534.561901
840	2533.679426
841	2531.602967
842	2530.421874
843	2529.147631
844	2527.928277
845	2526.414288
846	2525.522068
847	2525.218615
848	2524.231156
849	2522.597979
850	2520.764973
851	2518.155641
852	2516.428013
853	2514.893525
854	2513.141549
855	2511.84655
856	2511.381103
857	2508.979169
858	2507.010036
859	2505.92219
860	2504.820997
861	2502.823874
862	2501.603458
863	2500.231942
864	2499.372188
865	2498.653767
866	2497.555576
867	2496.39915
868	2494.48329
869	2492.281597
870	2491.122789
871	2488.250566
872	2487.236063
873	2486.604986
874	2484.835636
875	2483.646931
876	2482.862481
877	2482.094686
878	2481.172165
879	2479.55119
880	2478.411423
881	2476.720545
882	2476.143236
883	2474.143536
884	2473.257625
885	2471.639353
886	2470.048125
887	2469.454658
888	2468.395285
889	2466.875414
890	2465.027074
891	2462.326783
892	2460.313861
893	2458.592805
894	2457.561609
895	2454.94442
896	2452.357364
897	2451.999803
898	2450.230445
899	2449.358953
900	2448.085169
901	2447.054126
902	2445.1947
903	2443.404774
904	2440.830001
905	2440.271955
906	2438.933319
907	2437.40702
908	2436.434303
909	2434.916916
910	2433.39267
911	2432.431186
912	2430.944794
913	2429.716585
914	2428.802949
915	2427.883977
916	2426.835022
917	2425.355797
918	2424.693066
919	2423.114062
920	2422.041055
921	2421.349607
922	2419.256997
923	2418.305552
924	2417.814837
925	2416.600955
926	2415.676885
927	2415.025627
928	2413.24684
929	2412.016673
930	2410.626192
931	2410.487735
932	2408.577216
933	2408.043466
934	2407.230848
935	2404.975502
936	2404.083506
937	2403.591463
938	2402.234668
939	2401.232068
940	2399.635086
941	2397.246362
942	2395.345666
943	2394.509273
944	2393.751289
945	2393.032395
946	2391.158858
947	2389.698588
948	2388.080091
949	2387.145479
950	2386.368723
951	2385.070702
952	2384.358702
953	2383.476438
954	2381.938009
955	2381.256149
956	2379.940297
957	2379.260293
958	2377.75528
959	2376.685468
960	2375.330011
961	2374.133172
962	2373.259496
963	2372.238586
964	2371.152911
965	2369.53235
966	2367.232094
967	2366.612386
968	2365.221488
969	2363.692262
970	2362.29127
971	2361.076909
972	2359.272337
973	2357.155577
974	2356.720891
975	2355.258895
976	2354.605602
977	2354.076323
978	2353.218087
979	2352.519263
980	2351.449601
981	2350.354366
982	2349.763136
983	2349.101908
984	2347.058019
985	2345.726854
986	2345.086409
987	2343.836193
988	2341.882062
989	2340.312022
990	2339.640178
991	2337.959665
992	2337.359929
993	2335.966362
994	2335.058593
995	2333.199387
996	2332.510939
997	2331.338801
998	2330.032991
999	2328.652534
